nHbondA,nHbondD,nNH2,nAHC,nACC,nHC,nRbond,nR,nNNO2,nONO2,nNO2,nC(NO2)3,nC(NO2)2,nC(NO2),MinPartialCharge,MaxPartialCharge,MOLvolume,nH,nC,nN,nO,PBF,TPSA,ob,total energy,molecular weight,PMI3,nOCH3,nCH3,Eccentricity,PMI2,PMI1,NPR1,NPR2,ESTATE_0,ESTATE_1,ESTATE_2,ESTATE_3,ESTATE_4,ESTATE_5,ESTATE_6,ESTATE_7,ESTATE_8,ESTATE_9,ESTATE_10,ESTATE_11,ESTATE_12,ESTATE_13,ESTATE_14,ESTATE_15,ESTATE_16,ESTATE_17,ESTATE_18,ESTATE_19,ESTATE_20,ESTATE_21,ESTATE_22,ESTATE_23,ESTATE_24,ESTATE_25,ESTATE_26,ESTATE_27,ESTATE_28,ESTATE_29,ESTATE_30,ESTATE_31,ESTATE_32,ESTATE_33,ESTATE_34,ESTATE_35,ESTATE_36,ESTATE_37,ESTATE_38,ESTATE_39,ESTATE_40,ESTATE_41,ESTATE_42,ESTATE_43,ESTATE_44,ESTATE_45,ESTATE_46,ESTATE_47,ESTATE_48,ESTATE_49,ESTATE_50,ESTATE_51,ESTATE_52,ESTATE_53,ESTATE_54,ESTATE_55,ESTATE_56,ESTATE_57,ESTATE_58,ESTATE_59,ESTATE_60,ESTATE_61,ESTATE_62,ESTATE_63,ESTATE_64,ESTATE_65,ESTATE_66,ESTATE_67,ESTATE_68,ESTATE_69,MP_K,SMILES
8,0,0,2,0,3,2,3,0,0,2,0,0,2,-0.389691189,0.491305863,181.984,4,6,8,4,0.212622537,147.7,-0.634831077,142.1193429,252.15,2830.677251,0,2,0.985569286,2365.215592,2830.677251,0.169272512,0.835565267,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0.590650038,0,0,0,0,0,0,0,-0.92101285,0,0,0,0,0,0,0,0,0,0,0,14.65984127,0,-1.471346687,2.567207105,0,0,21.1206639,0,0,0,0,0,0,577.15,O=N(=O)C1=NN2CCN3N=C(N=C3C2=N1)N(=O)=O
8,0,0,2,0,3,2,3,0,0,2,0,0,2,-0.389691189,0.49130477,198.208,6,7,8,4,0.273713438,147.7,-0.781804403,140.9171063,266.177,2985.569868,0,3,0.969117387,2271.719852,2985.569868,0.246599857,0.760899913,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1.393899282,0,0,0,0,0,0,0,-0.890920257,0,0,0,0,0,0,0,0,0,0,0,14.89984127,0,-1.450938524,2.629707105,0,0,21.2925389,0,0,0,0,0,0,598.15,O=N(=O)C1=NN2CCCN3N=C(N=C3C2=N1)N(=O)=O
12,0,0,2,0,2,9,2,0,0,6,0,2,2,-0.389691139,0.748972006,302.64,0,6,12,12,0.627184809,320.26,0,232.9856245,470.134,5990.563573,0,1,0.873428515,3777.621954,5990.563573,0.486952388,0.63059542,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,6,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.817560469,0,-10.38024046,0,0,0,0,0,0,0,0,0,10.45030329,0,-12.69328231,-2.341897203,0,0,65.38476167,0,0,29.17982048,0,0,0,466.15,FC(N1N=C(N=C1C1=NC(=NN1C(F)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
6,2,0,2,0,2,2,2,0,0,1,0,0,1,-0.357684216,0.421048492,131.68,2,3,8,2,0.158987919,139.17,-0.439487824,129.7683659,182.103,1074.422044,0,1,0.938857757,765.9197199,1074.422044,0.344305261,0.712866721,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338888889,0,0,0,0,0,0,0,4.446388889,0,0,0,16.81444161,0,-0.679212963,0,0,0,10.37863568,0,0,0,0,0,0,453.15,O=N(=O)C1=NNN=C1C1=NN=NN1
12,4,0,4,0,4,6,4,0,0,2,0,0,2,-0.357684222,0.420975906,275.496,4,8,16,4,0.91647703,277.28,-0.577230113,305.9904129,388.228,4213.189391,0,2,0.833609844,2718.210348,4213.189391,0.552353716,0.645166902,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,2,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.973537415,0,0,0,0,0,0,0,9.008248503,0,0,7.308601505,29.10984788,0,-1.498397475,0,0,0,21.68928517,0,0,0,0,0,0,363.63,O=N(=O)C1=NNN=C1C1=NC(\N=N/C2=NNC(=N2)C2=NNN=C2N(=O)=O)=NN1
3,2,0,2,0,2,2,2,0,0,1,0,0,1,-0.357726751,0.39714931,142.496,5,6,5,2,0.259319237,100.5,-1.117041831,115.8185963,179.139,1092.206809,0,1,0.940271211,778.1766198,1092.206809,0.340426277,0.712481019,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.526481481,0,0,0,0,0.875555556,0,0,0,0,0,0,0,5.004520975,0,0,0,7.195253212,0,-0.542824074,0,0,0,10.47050642,0,0,0,0,0,0,557.15,O=N(=O)C1=NNC=C1C1=CNN=C1
4,2,0,2,0,2,3,2,0,0,2,0,0,2,-0.357726727,0.397419791,167.368,4,6,6,4,0.538923769,143.64,-0.714191968,139.2576065,224.136,1598.242318,0,1,0.936610066,1222.069382,1598.242318,0.350373492,0.764633352,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.408703704,0,0,0,0,-0.926018519,0,0,0,0,0,0,0,4.556356765,0,0,0,6.767543462,0,-1.467144747,0,0,0,21.163613,0,0,0,0,0,0,650.15,O=N(=O)C1=NNC=C1C1=CNN=C1N(=O)=O
5,2,0,2,0,2,4,2,0,0,3,0,0,3,-0.357789108,0.427934975,191.344,3,6,7,6,0.832669086,186.78,-0.446072641,163.8661664,269.133,1907.176869,0,1,0.824007958,1304.159,1907.176869,0.566578225,0.683816494,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.947407407,0,0,0,0,-3.479074074,0,0,0,0,0,0,0,3.976294407,0,0,0,6.424926304,0,-2.881048753,0,0,0,32.17241402,0,0,0,0,0,0,579.15,O=N(=O)C1=C(C2=CNN=C2N(=O)=O)C(=NN1)N(=O)=O
7,1,0,2,0,2,3,2,0,0,2,0,0,2,-0.38969132,0.49249839,158.944,2,4,8,4,4.21E-05,158.56,-0.353951134,129.3405739,226.112,2567.363028,0,0,0.995799183,2332.284706,2567.363028,0.091564116,0.908435885,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.988464664,0,0,0,0,-1.43101285,0,0,0,0,0,0,0,2.190724679,0,0,0,13.42146164,0,-1.61843002,0.873148148,0,0,20.53782187,0,0,0,0,0,0,505.15,O=N(=O)C1=NN(C=N1)C1=NC(=NN1)N(=O)=O
5,1,0,2,0,2,2,2,0,0,1,0,0,1,-0.389690681,0.492455144,153.6,3,5,6,2,7.11E-06,102.53,-0.710278379,109.686871,214.572,2327.39234,0,0,0.996672468,2137.684987,2327.39234,0.081510689,0.918489311,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.835023306,0,0,0,0,0.040995843,0,0,0,0,0,0,0,2.355756173,0,0,0,10.71870402,0,-0.703266723,1.252314815,0,0,10.25561191,0,0,0,5.600359855,0,0,473.15,ClC1=CN(N=C1)C1=NC(=NN1)N(=O)=O
4,2,0,2,0,2,3,2,0,0,2,0,0,2,-0.357789139,0.427658491,166.576,4,6,6,4,0.432899352,143.64,-0.714191968,146.8764525,224.136,1617.701525,0,1,0.868273559,911.5909475,1617.701525,0.496085705,0.563509976,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.551296296,0,0,0,0,-1.099907407,0,0,0,0,0,0,0,4.424458617,0,0,0,6.852636054,0,-1.575231481,0,0,0,21.25670729,0,0,0,0,0,0,557.15,O=N(=O)C1=C(C2=CNN=C2)C(=NN1)N(=O)=O
6,2,0,2,0,2,5,2,0,0,4,0,0,4,-0.357789077,0.428215668,215.472,2,6,8,8,1.06631513,229.92,-0.254777428,187.4006032,314.13,2148.438406,0,1,0.654608366,1650.558924,2148.438406,0.755968179,0.76825983,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.609722222,0,0,0,0,0,0,0,3.396232048,0,0,0,6.082309146,0,-4.676449358,0,0,0,43.40381519,0,0,0,0,0,0,565.15,O=N(=O)C1=C(C(=NN1)N(=O)=O)C1=C(NN=C1N(=O)=O)N(=O)=O
4,1,0,1,0,1,3,1,0,0,3,0,0,3,-0.357624274,0.497943463,138.04,1,3,5,6,0.26134625,158.1,-0.039410288,122.6923311,203.07,1196.67471,0,0,0.935807413,861.3825771,1196.67471,0.352511681,0.719813472,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.538518519,0,0,0,0,0,0,0,1.604074074,0,0,0,2.850740741,0,-3.569907407,0,0,0,30.57680556,0,0,0,0,0,0,461.15,O=N(=O)C1=C(C(=NN1)N(=O)=O)N(=O)=O
3,0,0,0,0,1,1,1,0,0,1,0,0,1,-0.263819008,0.262775495,136.016,4,4,1,4,0.700408924,77.28,-0.487421093,49.64155891,197.599,915.5115185,0,2,0.890161377,683.7420894,915.5115185,0.455645392,0.746841602,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,-0.515046296,0,0.738117284,0,-1.262345679,0,0,-0.212962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704976852,0,0,0,31.49671296,0,0,0,5.298001543,0,0,388.15,ClC1=CS(=O)(=O)CC1N(=O)=O
7,1,0,1,0,1,7,1,0,0,4,1,0,1,-0.287588327,0.718426264,209.6,5,5,7,8,0.708205847,202.41,-0.24740571,150.2431377,291.136,3362.095358,0,1,0.981012376,3249.420385,3362.095358,0.193945142,0.966486682,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,4,0,0,0,0,0,0,0,0,-1.362267574,0,0,1.489838435,0,0,0,0,-0.50795446,0,-3.721498252,0,0,0,0,1.880972222,0,0,0,0,3.31460223,0,-5.888220899,0.531134259,0,0,42.09003035,0,0,0,0,0,0,382.15,O=N(=O)C1=CN(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)N=C1
8,0,0,2,0,2,7,2,1,0,2,0,0,2,-0.258210702,0.306586467,238.488,8,8,8,6,0.797311988,168.3,-0.717818314,184.9904055,312.202,4184.524633,0,0,0.951112166,3389.05284,4184.524633,0.308845668,0.809901515,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,3,0,0,0,0,0,0,0,0,-0.7886952,0,0,3.970072716,0,0,0,0,-0.614768584,0,0,0,0,0,0,0,0,0,0,0,7.251387314,0.63239229,-2.130209121,1.99771038,0,0,32.00772177,0,0,0,0,0,0,525.15,O=N(=O)N(CN1C=C(C=N1)N(=O)=O)CN1C=C(C=N1)N(=O)=O
5,0,0,1,0,1,5,1,0,0,3,0,1,1,-0.258210711,0.633376984,177.328,4,5,5,6,0.632792798,147.24,-0.385519624,108.8829607,249.114,2218.437399,0,1,0.980190803,2068.217082,2218.437399,0.198055521,0.932285528,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,1,0,0,0,0,0,-1.360277778,0,0,1.348850624,0,0,0,0,-0.556438964,0,-3.972332766,0,0,0,0,0,0,0,0,0,3.213356481,0,-4.344486017,0.42037037,0,0,30.68163879,0,0,13.30434713,0,0,0,374.15,FC(CN1C=C(C=N1)N(=O)=O)(N(=O)=O)N(=O)=O
6,0,0,1,0,1,5,1,0,0,4,1,0,1,-0.258210607,0.820450368,180.984,2,4,6,8,0.564619046,190.38,-0.061070238,132.5881115,262.094,1927.251736,0,0,0.949067878,1834.606653,1927.251736,0.31507168,0.951928915,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.652430556,0,0,0,0,-0.856550926,0,-4.033472222,0,0,0,0,0,0,0,0,0,2.923703704,0,-6.508656463,-0.300462963,0,0,42.01983749,0,0,0,0,0,0,312.15,O=N(=O)C1=CN(N=C1)C(N(=O)=O)(N(=O)=O)N(=O)=O
8,1,0,1,0,1,8,1,0,0,5,1,0,2,-0.357561149,0.718483524,233.864,4,5,8,10,0.738988326,245.55,-0.095236667,180.3251827,336.133,4483.352653,0,1,0.977247554,4152.472694,4483.352653,0.212101906,0.926198097,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,5,0,0,0,0,0,0,0,0,-1.587312925,0,0,0.377708806,0,0,0,0,-2.395538549,0,-3.907232615,0,0,0,0,1.671805556,0,0,0,0,3.009046674,0,-7.853062169,0.168171296,0,0,53.04987363,0,0,0,0,0,0,360.15,O=N(=O)C1=CN(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)N=C1N(=O)=O
9,0,0,2,0,2,8,2,0,0,4,0,0,4,-0.357562067,0.467296099,259.496,6,8,8,9,0.702390517,217.43,-0.446895201,198.7349355,358.183,5758.24477,0,0,0.981938565,5043.827639,5758.24477,0.189200036,0.875931441,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,4,1,0,0,0,0,0,0,0,-1.007668178,0,0,1.512146636,0,0,0,0,-3.6705006,0,0,0,0,0,0,0,0,0,0,0,6.692328672,0,-4.089862686,1.505142983,0,0,42.62658754,4.971904762,0,0,0,0,0,394.15,O=N(=O)C1=CN(COCN2C=C(C(=N2)N(=O)=O)N(=O)=O)N=C1N(=O)=O
10,0,0,2,0,2,9,2,1,0,4,0,0,4,-0.357562069,0.46727672,286.936,6,8,10,10,0.735445358,254.58,-0.358185044,227.5571162,402.196,7499.289475,0,0,0.987152682,7204.199288,7499.289475,0.159779793,0.960650914,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,0,5,0,0,0,0,0,0,0,0,-1.743779289,0,0,1.144091081,0,0,0,0,-4.338285936,0,0,0,0,0,0,0,0,0,0,0,6.515384228,0.250895692,-5.605047871,1.038476316,0,0,54.20246622,0,0,0,0,0,0,446.15,O=N(=O)N(CN1C=C(C(=N1)N(=O)=O)N(=O)=O)CN1C=C(C(=N1)N(=O)=O)N(=O)=O
5,0,0,1,0,1,5,1,0,0,3,0,1,1,-0.357756889,0.631761522,177.816,4,5,5,6,0.702947183,147.24,-0.385519624,107.5225871,249.114,2032.149989,0,1,0.968405756,1823.283056,2032.149989,0.249379816,0.897218742,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,1,0,0,0,0,0,-1.311666667,0,0,1.348009259,0,0,0,0,-0.695327853,0,-3.949832766,0,0,0,0,0,0,0,0,0,3.170552721,0,-4.368652683,0.559259259,0,0,30.67387802,0,0,13.31656935,0,0,0,402.15,FC(CN1C=NC(=C1)N(=O)=O)(N(=O)=O)N(=O)=O
5,0,0,2,1,2,3,3,0,0,1,0,0,1,-0.357756725,0.381451446,214.52,9,12,5,2,3.32E-05,78.78,-1.662252129,120.8044571,255.237,4001.199294,0,0,0.994687549,3589.315135,4001.199294,0.102940176,0.897059824,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.80857202,0,0,0,0,1.342202958,0,0,0,0,0,0,0,0,0,0,0,7.887517322,0,-0.537013889,3.345972222,0,0,10.57637468,0,0,0,0,0,0,482.15,O=N(=O)C1=CN(C=N1)C1=CN(C=N1)C1=CC=CC=C1
3,0,0,1,1,1,2,2,0,0,1,0,0,1,-0.35775673,0.381393681,166.384,6,9,3,2,1.69E-05,60.96,-1.468284065,76.72572572,207.164,2279.953313,0,0,0.995370398,2060.819419,2279.953313,0.096113325,0.903886675,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.169068405,0,0,0,0,0.032120391,0,0,0,0,0,0,0,0,0,0,0,3.58464144,0,-0.583310185,1.455925926,0,0,10.36941599,0,0,12.60272203,0,0,0,451.15,FC1=CC=C(C=C1)N1C=NC(=C1)N(=O)=O
7,0,0,1,0,1,6,1,0,0,5,1,0,2,-0.357561995,0.837270343,205.344,1,4,7,10,0.627964452,233.52,0.078181374,164.4753232,307.091,2640.679124,0,0,0.936887872,2314.10478,2640.679124,0.349629969,0.87632941,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.132407407,0,0,0,0,-3.092731481,0,-4.362083333,0,0,0,0,0,0,0,0,0,2.618148148,0,-8.916849962,-0.663425926,0,0,53.06634165,0,0,0,0,0,0,353.15,O=N(=O)C1=CN(N=C1N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O
5,0,0,1,0,1,2,1,1,0,1,0,0,1,-0.357754099,0.387652922,114.24,2,3,4,4,5.52E-06,104.1,-0.303782847,93.73826725,158.073,949.7872889,0,0,0.986767769,795.7888084,949.7872889,0.162139968,0.837860032,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.484259259,0,0,0,0,-0.540092593,0,0,0,0,0,0,0,0,0,0,0,3.159166667,0,-1.625,0.414814815,0,0,19.88675926,0,0,0,0,0,0,365.15,O=N(=O)N1C=NC(=C1)N(=O)=O
5,0,0,1,0,1,5,1,0,0,3,0,1,1,-0.35774229,0.635431634,178.264,4,5,5,6,0.695691309,147.24,-0.385519624,108.159351,249.114,1888.540863,0,1,0.959391326,1661.895019,1888.540863,0.282078505,0.879988912,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,1,0,0,0,0,0,-1.360277778,0,0,1.666443216,0,0,0,0,-0.695327853,0,-3.972332766,0,0,0,0,0,0,0,0,0,3.128263889,0,-4.393097128,0.42037037,0,0,30.65913879,0,0,13.30434713,0,0,0,361.15,FC(CN1C=CC(=N1)N(=O)=O)(N(=O)=O)N(=O)=O
4,0,0,2,0,2,3,2,0,0,2,0,0,2,-0.618043437,0.343639467,204.528,6,10,4,5,0.827888812,126.11,-1.099094769,96.34701093,262.181,1730.929084,0,1,0.848278289,1323.243157,1730.929084,0.5295507,0.764469885,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.940428949,0,0,0,0,-1.809907407,0,0,0,0,0,0,0,0,0,0,0,3.70712963,0,-1.54047808,0.187962963,0,0,21.75608749,0,0,0,0,0,0,457.15,[O-][N+]1=C(C2=C(C=CC=N2)N(=O)=O)C(=CC=C1)N(=O)=O
4,0,0,0,0,0,4,2,0,0,2,0,0,2,-0.566597972,0.294557671,276.048,20,12,4,6,0.878596084,138.42,-1.417101383,108.8655416,316.314,3118.007309,0,12,0.955151509,2791.282384,3118.007309,0.296117536,0.895213547,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3.634977797,0,0,0,-4.229764267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.038847002,0,0,0,22.1037385,0,0,0,0,0,0,409.15,O=N(=O)C1CCCCC1N(=O)=N(=O)C1CCCCC1N(=O)=O
6,2,0,1,1,2,5,3,0,0,1,0,0,1,-0.393568825,0.279885214,233.008,13,12,3,5,0.630348101,110.65,-1.461917477,114.0178007,279.252,3241.640537,0,4,0.98177417,2886.556884,3241.640537,0.190051253,0.890461744,0,0,2,0,0,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0.001700523,0,0,6.106758078,-1.969860901,0,0,0,-0.022218889,0.984285242,0,0,0,0,0,0,0,0,0,0,4.118034769,0,-0.463062484,1.501203704,0,18.81666289,10.96010156,5.506293934,0,0,0,0,0,413.15,OCC1OC(CC1O)N1N=CC2=C1C=CC=C2N(=O)=O
4,0,0,0,3,0,6,3,0,0,3,0,0,3,-0.30862184,0.269696218,332.712,12,18,3,7,1.262678365,146.49,-1.355796669,96.80238265,413.282,5865.127128,0,0,0.863331931,4424.191494,5865.127128,0.504636481,0.7543215,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15.18880244,0,0,0,0,-0.857548343,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.974027778,0,0,0,47.80636369,0,0,0,0,0,0,511.15,O=N(=O)C1=CC(=CC=C1)P(=O)(C1=CC(=CC=C1)N(=O)=O)C1=CC=CC(=C1)N(=O)=O
4,0,0,2,0,2,3,2,0,0,2,0,0,2,-0.617927144,0.374938419,213.512,6,10,4,6,0.96201364,140.16,-0.978316148,106.5925318,278.18,1758.48493,0,1,0.812268708,1456.097053,1758.48493,0.583283419,0.828040678,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.023943689,0,0,0,0,-2.747777778,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.776866969,0.100925926,0,0,21.82386527,0,0,0,0,0,0,475.15,[O-][N+]1=CC=CC(=C1C1=[N+]([O-])C=CC=C1N(=O)=O)N(=O)=O
3,0,0,0,1,1,3,2,0,0,1,0,0,1,-0.464955593,0.269195247,198.784,13,11,1,4,0.758258534,61.6,-1.757182027,53.41854436,223.228,2448.446669,0,4,0.992963044,2337.40021,2448.446669,0.118424633,0.95464616,0,0,4,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3.756354205,0,0,6.044164305,-0.212772109,0,0,0,0.675381971,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.429673879,0,0,0,10.44227664,10.9486589,0,0,0,0,0,332.15,O=N(=O)C1=CC=C(OC2CCCCO2)C=C1
5,2,0,1,3,1,6,4,0,0,2,0,0,2,-0.349220488,0.335077285,338.888,15,21,5,4,0.788918819,123.23,-1.814952599,134.7380125,401.382,8046.225251,0,0,0.981324474,7160.876282,8046.225251,0.192359756,0.889967166,0,0,0,0,0,13,0,0,0,0,6,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21.74740578,0,0,0,0,1.180141027,1.117691904,0,0,0,0,0,6.059057308,0,0,0,0,4.449208582,0,-1.005568487,0,0,0,22.89269861,0,0,0,0,0,0,458.15,O=N(=O)C1=CC=C(NC2=C3C=CC=CC3=NC(NC3=CC=CC=C3)=C2N(=O)=O)C=C1
6,1,0,0,2,1,5,3,0,0,2,0,0,2,-0.453595062,0.30054254,264.568,10,14,4,6,0.757924849,129.13,-1.308852801,133.3389564,330.256,6060.297032,0,1,0.991170233,5653.088464,6060.297032,0.132595509,0.93280716,0,0,1,0,1,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0.155921863,0,1.437597632,8.426413531,0,0,0,0,1.14289599,0,0,0,0,0,0,2.5100548,0,0,0,3.909242252,0,0,-1.41856105,0,0,0,21.7082671,10.41990078,0,0,0,0,0,571.15,O=N(=O)C1=CC=C(N\N=C/C2=CC=C3OCOC3=C2)C(=C1)N(=O)=O
10,1,0,1,1,2,10,3,0,0,4,0,0,4,-0.378792275,0.461981246,381.424,17,16,9,9,1.018424541,227.24,-1.051939682,242.3065549,479.366,10340.97929,0,4,0.950624178,8437.936456,10340.97929,0.31034444,0.815970734,0,0,6,0,0,4,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1,0,0,4,1,0,0,0,0,0,0,0,1.768605571,0,0,3.857336975,0,0,0,0.226804348,-3.026932775,0,0,0,0,0,0,2.477239938,0,0,0,4.124291383,3.478628651,1.908170964,-3.524259633,0.933870526,0,0,44.75059092,5.275062204,0,0,0,0,0,444.15,O=N(=O)C1=C(N(C\C(CN2CCOCC2)=N/NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=N1)N(=O)=O
5,0,0,0,1,0,5,2,0,0,3,0,0,3,-0.26192304,0.329184737,265.96,13,12,5,6,0.793092062,154.14,-1.213297056,112.9462489,323.265,4488.094187,0,6,0.979035712,3945.893248,4488.094187,0.203688669,0.879191274,0,0,5,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2.543707194,0,0,2.866421407,0,0,0,0,-1.317627997,0,-1.575502449,0,0,0,0,0,0,0,0,7.417698413,0,0,-2.12350087,0,0,0,32.96940215,0,0,0,0,0,0,398.75,O=N(=O)C1=CC(=C(C=C1)\N=N\C1(CCCCC1)N(=O)=O)N(=O)=O
2,0,0,0,0,0,2,1,0,0,2,0,0,2,-0.2639665,0.28563755,103.528,4,3,2,4,0.715427666,86.28,-0.484785659,327.0503496,132.075,405.7074631,0,3,0.878458135,347.8739327,405.7074631,0.477819323,0.857450169,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.097222222,0,0,0,-1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.207407407,0,0,0,19.55509259,0,0,0,0,0,0,333.15,O=N(=O)C1CC1N(=O)=O
3,0,0,1,1,1,2,2,0,0,1,0,0,1,-0.357795144,0.368523164,186.552,6,10,3,2,2.38E-05,68.92,-1.429696864,53.97339535,235.63,2385.045788,0,1,0.946665303,1616.539756,2385.045788,0.322218565,0.677781435,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.0675537,0,0,0,0,0.687320484,0,0,0,0,0,0,0,0,0,0,0,7.745061728,0,-0.597222222,0,0,0,10.59332546,0,0,0,5.688413171,0,0,373.15,ClC1=CC(=NC(=N1)C1=CC=CC=C1)N(=O)=O
