nHbondA,nHbondD,nNH2,nAHC,nACC,nHC,nRbond,nR,nNNO2,nONO2,nNO2,nC(NO2)3,nC(NO2)2,nC(NO2),MinPartialCharge,MaxPartialCharge,MOLvolume,nH,nC,nN,nO,PBF,TPSA,ob,total energy,molecular weight,PMI3,nOCH3,nCH3,Eccentricity,PMI2,PMI1,NPR1,NPR2,ESTATE_0,ESTATE_1,ESTATE_2,ESTATE_3,ESTATE_4,ESTATE_5,ESTATE_6,ESTATE_7,ESTATE_8,ESTATE_9,ESTATE_10,ESTATE_11,ESTATE_12,ESTATE_13,ESTATE_14,ESTATE_15,ESTATE_16,ESTATE_17,ESTATE_18,ESTATE_19,ESTATE_20,ESTATE_21,ESTATE_22,ESTATE_23,ESTATE_24,ESTATE_25,ESTATE_26,ESTATE_27,ESTATE_28,ESTATE_29,ESTATE_30,ESTATE_31,ESTATE_32,ESTATE_33,ESTATE_34,ESTATE_35,ESTATE_36,ESTATE_37,ESTATE_38,ESTATE_39,ESTATE_40,ESTATE_41,ESTATE_42,ESTATE_43,ESTATE_44,ESTATE_45,ESTATE_46,ESTATE_47,ESTATE_48,ESTATE_49,ESTATE_50,ESTATE_51,ESTATE_52,ESTATE_53,ESTATE_54,ESTATE_55,ESTATE_56,ESTATE_57,ESTATE_58,ESTATE_59,ESTATE_60,ESTATE_61,ESTATE_62,ESTATE_63,ESTATE_64,ESTATE_65,ESTATE_66,ESTATE_67,ESTATE_68,ESTATE_69,MP_K,SMILES
3,0,0,1,1,1,3,2,0,0,1,0,0,1,-0.357756604,0.381702182,208.28,7,10,3,2,0.395181782,60.96,-1.26941236,82.88923783,272.091,3385.653959,0,1,0.96749207,2620.098377,3385.653959,0.252901353,0.773882508,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,1.668461829,0,0,0,0,6.238385614,0,0,0,0,1.847905014,0,0,0,0,0,0,0,0,0,0,0,3.823575208,0,-0.545977891,1.56537037,0,0,10.60927025,0,0,0,11.73929492,0,0,456.15,CC1=NC(=CN1C1=CC(Cl)=CC(Cl)=C1)N(=O)=O
5,0,0,1,0,2,4,2,0,0,1,0,0,1,-0.377775809,0.406399993,200.616,14,9,4,3,0.677807119,73.43,-1.556787883,107.2389528,226.236,1713.475131,0,3,0.924181099,1184.404907,1713.475131,0.381954573,0.691229703,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,3.552654715,0,2.530149282,0,0,0,0,0,0,0,1.153603553,0,0,0,0,0,0,0,0,0,0,0,3.9662774,1.946064815,-0.432741875,1.753425926,0,0,10.90176989,5.227026408,0,0,0,0,0,448.15,CN1C(C)=NC(=C1N1CCOCC1)N(=O)=O
4,0,0,1,1,1,5,2,0,0,1,0,0,1,-0.357727264,0.396309614,249.664,9,12,3,3,0.760659435,78.03,-1.143012167,89.14746794,358.579,3704.941049,0,3,0.950800877,3065.917921,3704.941049,0.309802668,0.827521378,1,0,1,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,1,0,1.594881425,0,-0.072430556,0,0,6.658739825,0,0,0,-0.243798186,0.955139834,0,0,0,0,0,0,0,0,0,0,0,3.810636023,0,-0.60361601,1.434320988,0,0,22.98561202,0,0,0,5.95490463,3.095835105,0,438.15,CC1=NC(=C(Br)N1CC(=O)C1=CC=CC=C1Cl)N(=O)=O
3,1,0,1,0,1,3,1,0,0,2,0,0,2,-0.357673355,0.462052535,129.928,4,4,4,4,0.276809308,114.96,-0.558064084,92.77569465,172.1,898.6470245,0,1,0.877758222,527.5930646,898.6470245,0.479103855,0.587097103,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1.402777778,0,0,0,0,0,0,0,0,0,-1.288518519,0,0,0,0,0,0,0,2.173564815,0,0,0,3.335092593,0,-1.778009259,0,0,0,20.3275463,0,0,0,0,0,0,480.15,CC1=NC(=C(N1)N(=O)=O)N(=O)=O
2,1,0,1,0,1,2,1,0,0,1,0,0,1,-0.278291676,0.309098243,105.896,5,4,3,2,0.127125757,71.82,-1.070544334,65.09250644,127.103,497.557643,0,1,0.932012067,320.421971,497.557643,0.362427243,0.643989647,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.578009259,0,0,0,0,1.259259259,0,0,0,0,0.453703704,0,0,0,0,0,0,0,2.387685185,0,0,0,3.571203704,0,-0.47337963,0,0,0,10.02842593,0,0,0,0,0,0,403.15,CC1=NNC=C1N(=O)=O
5,1,0,0,2,1,3,3,0,0,1,0,0,1,-0.389733023,0.470011284,263.456,15,15,5,2,0.704629693,74.01,-1.911668949,85.63985609,297.318,3647.999355,0,1,0.924188739,2530.673915,3647.999355,0.381936087,0.69371556,1,0,0,0,0,10,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1.923835034,0,0,0,0,18.80675682,-0.228240741,0,0,-0.314068405,1.612928005,0,0,0,0,0,0,2.761276219,0,0,0,4.106441327,0,3.346990741,-0.53,0,0,0,11.17370717,0,0,0,0,0,0,434.15,CC1N(NC(=NN1C1=CC=CC=C1)N(=O)=O)C1=CC=CC=C1
5,0,0,2,0,2,3,2,0,0,1,0,0,1,-0.357756722,0.381480527,164.816,6,7,4,2,0.088915654,73.85,-1.142742072,106.340313,210.218,2049.941688,0,1,0.994623198,1840.836749,2049.941688,0.103560095,0.897994689,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1.923122953,0,0,0,0,4.444953704,0,0,0,0,1.566950113,0,0,0,0,0,0,0,0,0,0,0,7.709457672,0,-0.530789872,1.5375,0,0,10.3635023,0,0,0,0,0,0,421.15,CC1=CN=C(S1)N1C=NC(=C1)N(=O)=O
4,0,0,2,0,2,5,2,0,0,2,0,0,2,-0.618035225,0.343905728,238.488,10,12,4,5,0.811586708,126.11,-1.323840663,101.0205058,290.235,2474.296538,0,3,0.913619351,2014.408544,2474.296538,0.406570635,0.814133841,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,3.111852114,0,0,0,0,4.805976946,0,0,0,0,-0.867143907,0,0,0,0,0,0,0,0,0,0,0,3.836334089,0,-1.485205971,0.234259259,0,0,22.19440539,0,0,0,0,0,0,484.15,CC1=CC(=C(N=C1)C1=[N+]([O-])C=C(C)C=C1N(=O)=O)N(=O)=O
3,0,0,0,1,1,7,2,0,0,1,0,0,1,-0.371885088,0.223118965,304.272,21,16,2,4,1.008236497,72.68,-1.811130891,76.7492879,340.807,5846.997174,0,8,0.971554396,4950.666248,5846.997174,0.236816504,0.84670235,2,0,4,0,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,3.840552316,0,0.883752782,0,0,6.864162992,-0.49757552,0,0,-0.075185185,1.323671142,0,0,0,0,0,0,0,0,0,0,0,0,1.737795082,-0.37785856,0,0,0,23.48953107,5.617104542,0,0,5.858709639,0,0,379.15,CC1CN(CC(C)O1)C(=O)CC(CN(=O)=O)C1=CC=C(Cl)C=C1
3,0,0,0,1,1,7,2,0,0,1,0,0,1,-0.349696487,0.239879838,265.928,21,15,1,4,1.306400293,61.6,-2.092087246,74.42678284,279.336,2347.842124,0,8,0.8704548,1929.909639,2347.842124,0.492248353,0.821992935,2,0,3,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3.577277101,0,2.832291116,0,0,9.329202202,-1.595208911,0,0,0,0.818080121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301665013,0,0,0,11.10480371,11.63041596,0,0,0,0,0,387.15,CC(C(OC1CCCC(C)O1)C1=CC=CC=C1)N(=O)=O
3,1,0,0,1,1,3,3,0,0,1,0,0,1,-0.35625565,0.279048846,252.84,19,15,1,4,0.831863593,72.6,-2.049569206,148.5420585,277.32,2001.159483,0,10,0.874923932,1468.214608,2001.159483,0.484260377,0.733681958,1,0,5,0,0,4,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1.856488568,0,2.735333759,0,0,7.380927107,-0.181267479,0,0,0,1.521828704,0,-3.242685185,0,0,0,0,0,0,0,0,0,0,0,-0.318472222,0,0,11.15064815,11.75056689,5.762731481,0,0,0,0,0,361.15,CC1CCC2(CCCC3=CC=CC=C3C2(O)O1)N(=O)=O
4,0,0,2,1,3,7,4,0,0,1,0,0,1,-0.458112413,0.220144246,335.96,19,22,1,5,0.960440698,78.65,-2.057665968,151.9754388,377.396,5352.932146,0,8,0.859267309,3837.13599,5352.932146,0.511526824,0.716828812,2,0,1,0,2,9,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3.668638983,0,-0.326632181,0,3.505364701,16.58325609,0,0,0,0.843252079,3.258969776,0,-1.004894652,0,0,0,0,0,0,0,0,0,0,0,-0.318122638,0,0,0,11.59998483,6.055670588,11.45119426,0,0,0,0,426.15,CC1=CC=C(O1)C1=CC(CN(=O)=O)(C=C(O1)C1=CC=C(C)O1)C1=CC=CC=C1
3,1,1,1,0,1,3,1,0,0,1,0,0,1,-0.383686876,0.290090885,132.232,7,6,3,2,0.2548379,82.05,-1.411268212,48.95926934,153.141,817.3008496,0,1,0.962058312,628.4944732,817.3008496,0.272843918,0.768987911,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.621203704,0,0,0,0,2.627777778,0,0,0,0,0.828518519,0,0,0,5.293939909,0,0,0,0,0,0,0,3.597314815,0,-0.484351852,0,0,0,10.25779856,0,0,0,0,0,0,491.15,CC1=CC(N)=NC=C1N(=O)=O
2,1,1,0,1,0,3,1,0,0,1,0,0,1,-0.398308823,0.284220721,165.768,7,7,2,2,0.210295346,69.16,-0.892230033,46.42149859,278.049,1720.227305,0,1,0.944820362,1237.812951,1720.227305,0.327588894,0.719563599,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.820655404,0,0,0,0,3.088425926,0,0,0,0,2.009366667,0,0,0,5.519537037,0,0,0,0,0,0,0,0,0,-0.432962963,0,0,0,10.43048156,0,0,0,0,0,1.920681481,378.15,CC1=C(N)C=C(C(I)=C1)N(=O)=O
3,0,0,1,0,1,3,1,0,0,1,0,0,1,-0.389737544,0.468584878,133.944,7,6,3,2,0.198288981,68.92,-1.411268212,35.37688788,153.141,861.1052835,0,2,0.931144876,553.5227131,861.1052835,0.364649447,0.64280492,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3.392222222,0,0,0,0,1.6875,0,0,0,0,0.898981481,0,0,0,0,0,0,0,0,0,0,0,7.246666667,0,-0.597222222,0,0,0,10.18592593,0,0,0,0,0,0,391.15,CC1=CC(C)=NC(=N1)N(=O)=O
4,1,0,0,1,0,8,2,0,0,1,0,0,1,-0.474961623,0.269514392,412.856,35,24,1,5,1.040573957,89.67,-2.319943598,139.5897447,417.546,6874.677727,0,17,0.969711875,6271.250264,6874.677727,0.244251673,0.912224618,10,0,0,0,1,2,1,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,18.4868823,0,0,0,1.539007582,4.066166147,-1.52117089,0,0,-0.34294841,3.445762294,0,-4.394926692,0,0,0,0,0,0,0,0,0,0,0,-0.580170228,0,0,10.99789873,25.0786349,6.26488237,0,0,0,0,0,395.65,CC1=CC(=CC(C)=C1OC1(C)C=C(C(N(=O)=O)C(C)(O)C1=O)C(C)(C)C)C(C)(C)C
3,0,0,0,1,1,5,3,0,0,1,0,0,1,-0.304559666,0.269652907,292.696,18,18,2,4,1.008902214,80.52,-2.011488438,78.66617966,326.352,4851.319713,0,10,0.977988118,4665.827658,4851.319713,0.208660589,0.96176462,1,0,5,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1.928839758,0,3.717553357,0,0,7.203704883,0,0,0,-0.294049509,3.200775351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.531058098,1.530416667,0,0,35.74225493,0,0,0,0,0,0,441.15,CC1=CC(=O)N(CC(=O)C2=CC=CC(=C2)N(=O)=O)C2=C1CCCC2
2,0,0,0,1,0,2,2,0,0,1,0,0,1,-0.294162043,0.302737042,203.976,10,11,1,3,0.862572434,60.21,-1.356965235,57.71430617,284.109,1597.950242,0,6,0.842644107,1335.306473,1597.950242,0.538470899,0.835637079,1,0,1,0,0,4,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1.713680556,0,0.197662037,0,0,6.715524849,-0.356574074,0,0,-0.02775463,0.91474537,0,-1.335810185,0,0,0,0,0,0,0,0,0,0,0,-0.358194444,0,0,0,22.96618433,0,0,0,0,3.200555556,0,368.15,CC1CC(=O)C2=C(C=CC=C2)C1(Br)N(=O)=O
2,1,0,0,0,1,3,1,0,0,1,0,0,1,-0.320370646,0.290831539,145.592,8,7,2,3,0.298244077,72.24,-1.428116708,51.47379829,168.152,898.5417787,0,4,0.928056189,644.9247491,898.5417787,0.37244021,0.71774598,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3.048518519,0,0,0,0,1.213425926,0,0,0,0,0.667453704,0,0,0,0,0,0,0,2.363703704,0,0,0,0,0,-0.499398148,0,0,0,21.24518519,0,0,0,0,0,0,518.15,CC1=C(C(C)=CC(=O)N1)N(=O)=O
2,0,0,1,0,1,3,1,0,0,1,0,0,1,-0.618315996,0.28153629,146.072,8,7,2,3,0.178588904,70.08,-1.428116708,49.48709504,168.152,1052.59006,0,2,0.953628866,742.2041003,1052.59006,0.300985025,0.705121708,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3.069444444,0,0,0,0,2.5,0,0,0,0,0.625462963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.513888889,0.659722222,0,0,10.31092593,0,0,0,0,0,0,425.15,CC1=CC(=CC(C)=[N+]1[O-])N(=O)=O
2,0,0,1,0,1,3,1,0,0,1,0,0,1,-0.618278332,0.300163693,161.176,7,7,2,3,0.294736905,70.08,-1.148432302,59.2241791,202.597,1261.490231,0,2,0.914386984,831.6734031,1261.490231,0.404841258,0.659278513,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2.929228395,0,0,0,0,1.155092593,0,0,0,0,0.066049383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.608796296,0.564814815,0,0,10.44731481,0,0,0,5.602962963,0,0,382.15,CC1=[N+]([O-])C(C)=C(Cl)C(=C1)N(=O)=O
4,0,0,2,0,2,5,2,0,0,2,0,0,2,-0.617918929,0.374959982,246.856,10,12,4,6,0.920421043,140.16,-1.202378485,110.5081756,306.234,2509.699178,0,3,0.89899959,2166.642437,2509.699178,0.437949468,0.863307625,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2.916635278,0,0,0,0,4.165143613,0,0,0,0,-2.108302259,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72159486,0.193518519,0,0,22.26218317,0,0,0,0,0,0,484.15,CC1=C[N+]([O-])=C(C2=C(C=C(C)C=[N+]2[O-])N(=O)=O)C(=C1)N(=O)=O
2,0,0,1,0,1,3,1,0,0,1,0,0,1,-0.618287511,0.295741896,165.8,7,7,2,3,0.289019332,70.08,-0.943227448,59.77860351,247.048,1546.168092,0,2,0.917213316,1014.624209,1546.168092,0.398396451,0.656218567,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3.052106481,0,0,0,0,1.240162037,0,0,0,0,0.763240741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523726852,0.649884259,0,0,10.50175926,0,0,0,0,3.003240741,0,388.15,CC1=[N+]([O-])C(C)=C(Br)C(=C1)N(=O)=O
2,0,0,0,1,0,5,3,0,0,1,0,0,1,-0.372916483,0.221981459,274.376,21,17,1,3,1.183246904,52.37,-2.312363028,72.03441314,287.359,2271.740867,0,11,0.851313523,1930.434213,2271.740867,0.524657302,0.849759865,1,0,3,0,2,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.942796963,0,2.398083113,0,4.149626795,10.08366912,0.001796617,0,0,0,1.152716049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091856104,0,0,0,11.32428025,6.047940287,0,0,0,0,0,391.15,CC1C=CC2C(CCC2C1N(=O)=O)OCC1=CC=CC=C1
2,0,0,0,0,0,2,4,0,0,1,0,0,1,-0.294199187,0.220413682,236.64,17,15,1,3,0.760689168,60.21,-2.192027444,111.6813324,259.305,2143.77038,0,16,0.907037588,1463.444294,2143.77038,0.421049657,0.682649741,1,0,2,0,3,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1.980115977,0,1.614691279,0,6.36912037,0,0.456902872,0,0,0.999166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139351852,0,0,0,23.99301068,0,0,0,0,0,0,433.15,CC1CC(C2C3C4CC(C=C4)C3C(=O)C2=C1)N(=O)=O
2,0,0,0,2,0,5,3,0,0,1,0,0,1,-0.298239449,0.230880763,315.944,18,20,1,3,1.129884174,60.21,-2.072670059,83.6595731,355.821,3651.833173,0,9,0.865869905,3025.017303,3651.833173,0.500269234,0.828355831,1,0,0,0,2,9,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1.898024691,0,0,0,2.589433894,16.40182101,-2.123387818,0,0,0.461762566,2.035152851,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265216049,0,0,0,23.71000077,0,0,0,6.344037908,0,0,443.15,CC1C=C(C=O)C(C(C1C1=CC=CC=C1Cl)N(=O)=O)C1=CC=CC=C1
3,0,0,0,2,1,7,4,0,0,1,0,0,1,-0.36954424,0.210825794,392.784,30,25,2,3,1.360707385,55.61,-2.441992566,109.4435899,406.526,6330.842332,0,12,0.955156112,5989.958567,6330.842332,0.296102687,0.94615507,1,0,6,0,1,10,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2.216624465,0,4.555670171,0,2.327307256,20.38362044,0.232074305,0,0,1.2719298,2.250076122,0,0,0,0,0,0,0,0,0,0,0,0,2.459205404,-0.153364224,0,0,0,11.56252799,6.165133608,0,0,0,0,0,381.15,CC1C(OCCN1C1=CCCCC1C(CN(=O)=O)C1=CC=CC=C1)C1=CC=CC=C1
3,1,1,0,2,0,5,2,0,0,1,0,0,1,-0.392046402,0.301021405,243.224,13,15,3,2,0.622582889,92.95,-2.066635698,78.50202826,267.288,2549.039732,0,4,0.944491727,1965.866592,2549.039732,0.3285352,0.771218498,2,0,0,0,0,5,0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.519205404,0,0,0,0,9.03720742,0,0,1.948872669,0,2.479515779,0,0,0,5.838484505,0,0,0,0,9.138791887,0,0,0,0,-0.52287037,0,0,0,11.36372969,0,0,0,0,0,0,425.15,CC1=C(C)C(C2=CC=CC=C2)=C(C(N)=C1C#N)N(=O)=O
3,0,0,1,0,1,3,1,0,0,2,0,0,2,-0.258238047,0.334640715,169.888,3,5,2,4,0.349715175,86.28,-0.382304616,92.55734853,314.06,2241.142439,0,1,0.956608849,1688.977972,2241.142439,0.291375205,0.753623662,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1.383857407,0,0,0,0,0,0,0,0,0,0.157037037,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.198642593,0,0,0,20.86330185,0,0,0,0,0,1.727811111,382.15,CC1=C(SC(I)=C1N(=O)=O)N(=O)=O
6,0,0,1,1,1,6,2,0,0,4,0,0,4,-0.357783853,0.423249543,251.328,6,10,6,8,0.627145347,190.38,-0.710007263,167.4123921,338.192,4088.529435,0,1,0.957500841,3370.789909,4088.529435,0.288430477,0.824450444,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,0,0,0,0,0,0,1.066458333,0,0,0,0,2.315718065,0,0,0,0,-4.087654321,0,0,0,0,0,0,0,0,0,0,0,3.4199452,0,-3.853754567,0.412029478,0,0,43.86362891,0,0,0,0,0,0,427.15,CC1=C(N(N=C1N(=O)=O)C1=CC=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
4,1,1,1,0,1,4,1,0,0,2,0,0,2,-0.377942682,0.320400135,156.592,6,6,4,4,0.347174488,125.19,-0.888714267,80.5938068,198.138,1276.814898,0,1,0.948164516,967.3764735,1276.814898,0.317779879,0.757648172,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1.258240741,0,0,0,0,0.900462963,0,0,0,0,-1.337314815,0,0,0,5.215976946,0,0,0,0,0,0,0,3.376851852,0,-1.528333333,0,0,0,20.89039116,0,0,0,0,0,0,470.15,CC1=C(C(N)=NC=C1N(=O)=O)N(=O)=O
3,0,0,0,1,0,4,1,0,0,3,0,0,3,-0.258302312,0.285563787,174.064,5,7,3,6,0.302220086,129.42,-0.740029963,91.85224532,227.132,1814.885166,0,1,0.859696122,995.8473529,1814.885166,0.510805812,0.548710944,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1.166659108,0,0,0,0,1.393518519,0,0,0,0,-2.160740741,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.704259259,0,0,0,31.48574452,0,0,0,0,0,0,354.15,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
3,0,0,0,1,0,5,1,0,0,3,0,0,3,-0.258293594,0.288446115,191.072,7,8,3,6,0.431860524,129.42,-0.896141049,102.8659275,241.159,1908.114321,0,2,0.851185523,1084.050153,1908.114321,0.524864941,0.568126417,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2.374984883,0,0,0,0,0.733796296,0,0,0,0,-2.236018519,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.616851852,0,0,0,32.03871126,0,0,0,0,0,0,453.15,CC1=C(C(C)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
9,1,1,2,0,2,4,2,0,0,0,0,0,0,-0.365087681,0.263410435,165.096,6,5,8,2,0.084532208,134.95,-0.837850381,160.5465552,210.157,2229.294279,0,2,0.991932609,1949.870839,2229.294279,0.126766315,0.874658343,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,1,0,0,0,0,1.535514928,0,0,0,1.263842593,0,0,0,0,0,0.590457294,0,0,0,5.350284155,0,0,0,0,0,0,3.766018519,13.59116134,0,0,1.25750189,0,0,0,0,4.323116733,0,0,0,0,473.15,CC1=[N+]([O-])ON=C1\C=N\N1N=NN=C1N
8,1,0,1,0,2,4,2,1,0,0,0,0,0,-0.359311033,0.336242464,188.472,5,5,9,4,0.112103586,160.82,-0.533236201,198.165521,255.154,3520.22323,0,2,0.990201122,3035.123808,3520.22323,0.139648624,0.862196403,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,0,1,2,0,0,1,0,1,0,0,0,0,1.458952428,0,0,0,1.11976096,0,0,0,0,0,0.322373131,0,0,0,0,0,0,0,2.162173091,0,0,6.616960113,10.06810823,0,-0.936345427,0.947606056,0,0,10.1767116,0,4.295072751,0,0,0,0,413.15,CC1=[N+]([O-])ON=C1\C=N\N1N=NN\C1=N/N(=O)=O
6,1,0,0,1,2,4,4,0,0,2,0,1,0,-0.388862435,0.575241375,242.608,11,12,3,7,0.922351377,128.21,-1.164823496,128.2615208,309.234,1918.729423,0,7,0.82701863,1670.814697,1918.729423,0.562174515,0.870792243,1,0,0,0,0,4,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,1.589197846,0,0,0,0,6.524785053,-3.779722222,0,0,0,0.871597222,0,-4.152222222,0,0,0,0,0,0,0,0,0,0,0.342314815,-2.156851852,0,0,10.49061413,23.2084949,10.68663076,0,0,0,0,0,455.15,CC12ON3OC1C(O)C(C1=C2C=CC=C1)C3(N(=O)=O)N(=O)=O
4,1,0,1,1,3,3,4,0,0,1,0,0,1,-0.4687858,0.252631674,261.304,16,16,2,4,0.903289476,77.54,-1.919289818,115.5326853,300.314,2671.026248,0,7,0.936127191,2141.219767,2671.026248,0.351661603,0.801646846,1,0,1,0,0,7,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1.932585034,0,0.483129252,0,0,12.73853411,-1.76538785,0,0,0,2.380863095,0,-0.635925926,0,0,0,0,3.369605064,0,0,0,0,0,0,-0.236574074,0,0,0,11.73766582,6.044002268,5.463837396,0,0,0,0,410.15,CC12CC(C(C(O1)C1=C(N2)C=CC=C1)N(=O)=O)C1=CC=CO1
8,0,0,0,0,0,14,2,0,2,0,0,0,0,-0.566813193,0.294547155,416.696,32,20,4,8,0.952227513,156.88,-1.683390929,174.0486624,456.496,8583.413685,0,18,0.962241163,6988.2357,8583.413685,0.272198354,0.814155761,6,0,4,0,2,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,9.788885984,0,1.177274369,0,3.726377441,0,-3.015114428,0,0,1.844732614,0,0,-2.602883046,0,0,0,0,0,0,0,0,0,0,0,-1.785567053,0,0,0,21.98458876,9.725697946,0,0,0,0,0,400.15,CC1=CCC(C(C1)[N+](\[O-])=[N+](/[O-])C1CC=C(C)CC1C(C)(C)ON(=O)=O)C(C)(C)ON(=O)=O
4,0,0,1,1,2,5,3,0,0,2,0,0,2,-0.483111039,0.276092304,280.04,14,16,2,6,1.12498036,108.65,-1.599587083,128.2279157,330.296,3117.101883,0,6,0.895620286,2897.666906,3117.101883,0.444819404,0.929602886,1,0,0,0,1,7,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,1.660594293,0,0,0,1.608703704,10.62655171,-2.989620181,0,0,0.456158352,0.387393707,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.038918415,0,0,0,22.99595915,5.63872449,5.325160699,0,0,0,0,381.15,CC1=CC(C(C(O1)C1=C(C=CC=C1)N(=O)=O)N(=O)=O)C1=CC=CO1
