,train_mae,train_rmse,train_R2,valid_mae,valid_rmse,valid_R2
0,30.43288207048072,39.77559284999006,0.6077132035121109,30.80558960756184,40.302171418981416,0.6083236680358387
1,30.553765666205177,40.35187517754927,0.5962636879217021,30.98461969667615,41.0247637714989,0.5941527438345489
2,29.814220167178185,39.429316729351406,0.6145137682731862,30.30225795099712,40.18378312161699,0.6106213990677546
3,28.029808857223653,37.029569533677645,0.6600087854432436,28.56614498362091,37.82642832056347,0.6549666240142289
4,28.111567751505095,37.339260572102006,0.6542980776059315,28.59728181633965,38.04010521861621,0.6510575105048431
5,27.126425294243745,35.7782795627236,0.682598280941124,27.604312707236225,36.452389298362874,0.6795779198133625
6,27.0422239864117,36.00846883134962,0.6785009621561959,27.703156927897798,36.80427918811764,0.673361728606337
7,27.914826681835827,36.94404409729011,0.6615774943732449,28.27313624453467,37.4493233782915,0.6618118473515007
8,25.863904160886896,34.682702568765265,0.7017391634921201,26.60616196250294,35.59904211023526,0.6944044254377172
9,28.056138073431676,36.596711190519834,0.6679110035781071,28.638764244725728,37.30321338428053,0.6644456089756539
10,26.04086153945585,35.02659771677688,0.6957950496720721,27.135219496313834,36.34976684591047,0.6813795139227252
11,25.259982841832965,34.00792550951159,0.7132320246747795,26.39585538951116,35.35636160723832,0.6985567455036198
12,25.025652124040832,33.74985805793782,0.7175677605810277,26.266788917566355,35.03562686189893,0.7040010149868985
13,25.171434355585287,33.890195298872484,0.715214081503585,26.50322008909542,35.378229057766745,0.6981837522559697
14,24.50168271749282,33.3666616674045,0.7239448308599357,25.9907753584051,34.97739438065501,0.7049841537873129
15,24.453190081053172,33.242137977274645,0.7260014504452316,25.83110641889541,34.71356071359668,0.7094179623970309
16,24.142708537329984,32.797315644271606,0.7332852909469235,25.774734655498293,34.58370028500307,0.7115879815109383
17,25.025247337702766,33.554529778835644,0.7208274703059505,26.523863543904955,35.214024999755694,0.7009789426658195
18,25.526473840619644,33.97020356573775,0.7138678439399617,27.014369459804573,35.64448989577216,0.6936236449649447
19,24.0481469983891,32.78235419820482,0.7335285745165836,25.935220758767393,34.9380807047829,0.7056469610764691
20,23.39516470172764,32.265091421276196,0.7418713748483382,25.606665039683786,34.619329945064784,0.7109934056588889
21,23.400728723146393,32.13064720838447,0.7440180661535394,25.59517739883075,34.50872554639106,0.7128371340291244
22,23.074127954536706,31.72023585759127,0.7505157210894159,25.310888125764432,34.1517380592606,0.7187477161175801
23,23.38432899794623,32.035932276824184,0.7455250125099,25.584183071645928,34.38667114503805,0.714864884200626
24,22.87464440929927,31.566905664254065,0.7529218201918982,25.471442963479006,34.29543672210041,0.7163759123508506
25,23.20320190213047,31.928320106007607,0.7472317594464114,25.477047488433143,34.346404356608566,0.7155322788660528
26,22.81037818815901,31.564163355506558,0.7529647472824184,25.344080087804638,34.27707591016902,0.7166795203533023
27,24.651643719177418,33.1844264458352,0.7269519998394582,26.832815333375713,35.77536217646965,0.6913697333206199
28,22.231493644875478,30.935626322246492,0.7627052148639912,25.01080835758669,33.829320790596036,0.7240331014239925
29,22.47127485340785,31.24724019454511,0.7579006078907504,25.426500321987785,34.38218648030673,0.7149392526731944
30,22.419089315526147,31.201875243329592,0.758603060155348,25.6438113749998,34.69382846715085,0.7097482215793545
31,22.115825468854112,30.754732017952403,0.765472236102126,25.160377800658782,34.040330786087495,0.720579683955505
